3.555250196,1.371543072,3.775635889,5.573492928,5.831338327,3.356938066
4.030928843,2.027028731,2.674857293,4.515466447,5.725451366,3.326120144
4.333989262,2.526641518,2.602383814,3.742167561,5.61949918,3.295676854
4.490339083,2.885693965,3.142730195,3.217543868,5.513550414,3.265798037
4.525885933,3.1194986,3.880411177,2.905542966,5.407673713,3.236673535
4.466537442,3.243367956,4.403407676,2.770112454,5.301937723,3.208493189
4.338201239,3.272614563,4.504381734,2.775199931,5.196411088,3.181446841
4.166784952,3.222550952,4.291374231,2.884752995,5.091162454,3.155724331
3.978196209,3.108489652,3.899337221,3.062719244,4.986260466,3.131515502
3.79834264,2.945743195,3.463222758,3.273046277,4.881773768,3.109010194
3.653131873,2.749624111,3.114824255,3.479688676,4.777771008,3.08839825
3.565086309,2.535444932,2.910960649,3.655327289,4.674320828,3.069869509
3.533745585,2.318518186,2.832161075,3.798403882,4.571491875,3.053613815
3.549094484,2.114156406,2.855532936,3.912090811,4.469352794,3.039821007
3.601086588,1.937672122,2.958183638,3.999560432,4.36797223,3.028680928
3.679675474,1.804377864,3.117220586,4.063985101,4.267418828,3.020383418
3.774814723,1.729586163,3.309751185,4.108537176,4.167761233,3.01511832
3.876457912,1.728276885,3.512882838,4.136389013,4.069068091,3.013075474
3.974558623,1.801512388,3.703722952,4.150712968,3.971519949,3.014444722
4.059070432,1.931684167,3.85937893,4.154681398,3.875923534,3.019415905
4.119946921,2.09987458,3.957196434,4.151373519,3.783303258,3.028178865
4.147141667,2.287165985,3.987534619,4.142172589,3.694683752,3.040923442
4.131627956,2.47464074,3.960219096,4.126982065,3.611089647,3.057839479
4.07409034,2.643381203,3.886670302,4.105655747,3.533545574,3.079104356
3.98059163,2.774469733,3.778308671,4.078047433,3.463076164,3.104833303
3.8572517,2.848988686,3.646554638,4.044010923,3.400706047,3.135122213
3.710190421,2.853474035,3.502253837,4.003400016,3.347459856,3.17006697
3.545527664,2.796422117,3.353174381,3.956068512,3.30436222,3.20976346
3.369383304,2.691856085,3.206058713,3.901870209,3.272437772,3.254307569
3.18787721,2.553799092,3.067648576,3.840658906,3.252711141,3.303795183
3.007129256,2.396274291,2.944685712,3.77230512,3.24620696,3.358322188
2.833259314,2.233304833,2.843821361,3.697532441,3.253949858,3.417984468
2.672293743,2.078913873,2.768491618,3.618307079,3.276964467,3.48287791
2.528742552,1.947124563,2.718123271,3.536693338,3.316275419,3.553098399
2.405885487,1.851935166,2.691891353,3.454755521,3.372907343,3.628741821
2.306966788,1.802284856,2.688970894,3.374557934,3.447884811,3.709904061
2.235230692,1.795930213,2.708536924,3.298164879,3.54139646,3.796681006
2.193921438,1.829130863,2.749764476,3.227640661,3.650694024,3.88916854
2.186283264,1.898146434,2.811828581,3.165049585,3.772384613,3.987462551
2.215560409,1.999236555,2.893904268,3.112455953,3.903075332,4.091658922
2.284989945,2.128660853,2.99516657,3.071924071,4.039373289,4.201855023
2.39520238,2.282678955,3.114790516,3.045523786,4.177885592,4.318231137
2.540357321,2.457550489,3.251951139,3.036664897,4.315219347,4.441092683
2.713627325,2.649535083,3.405578455,3.051831983,4.447981663,4.570755454
2.908184952,2.854892365,3.573455911,3.097939192,4.572779646,4.707535247
3.117202761,3.069881961,3.753031852,3.181900672,4.686220403,4.851747858
3.333853311,3.290763501,3.941754578,3.31063057,4.784911043,5.003709083
3.551309161,3.513796611,4.137072392,3.491043035,4.865458671,5.163734717
3.762742871,3.735240918,4.336433594,3.730052214,4.924470397,5.332140555
3.961340476,3.951356052,4.537286487,4.034572254,4.958553326,5.509242394
4.143065827,4.158401639,4.737079371,4.411517304,4.964314566,5.695356029
4.310041979,4.352637649,4.933260549,4.86774115,4.938983072,5.890797256
4.465219437,4.531270793,5.123278638,5.388141937,4.89570105,6.09588187
4.611548704,4.694520624,5.304888926,5.903112004,4.864473873,6.310925668
4.751980286,4.843204681,5.476725989,6.334729595,4.87611894,6.536244442
4.889464688,4.978140502,5.637581005,6.605072954,4.961453653,6.768819065
5.026952415,5.100145627,5.78624515,6.636943331,5.151295412,6.992684934
5.16739397,5.210037595,5.921509602,6.41996826,5.476461617,7.188736733
5.31373986,5.308633943,6.04216554,6.063713601,5.96288261,7.337869145
5.468940589,5.396752211,6.14700414,5.690243628,6.574838322,7.420976852
5.635249705,5.475209938,6.23481658,5.421622614,7.234409333,7.418954538
5.810829811,5.544824661,6.304394038,5.379667518,7.861114522,7.312714988
5.992355601,5.606413921,6.354552027,5.60656074,8.335856461,7.097816128
6.176499643,5.660795255,6.386040786,5.951114975,8.501697046,6.810867742
6.359934504,5.708786202,6.402919681,6.233359653,8.215983887,6.495618479
6.539332751,5.751204302,6.409572373,6.273324204,7.558553686,6.195816993
6.711366953,5.788867093,6.410382523,5.925746409,6.773156199,5.955211935
6.872709677,5.822592113,6.40973379,5.332274143,6.103921079,5.81747356
7.020033491,5.853196902,6.412009837,4.776086537,5.664130946,5.807880769
7.150010961,5.881498997,6.421594322,4.541359559,5.398577375,5.909772906
7.259314656,5.908315939,6.442870907,4.908994107,5.240984563,6.100671493
7.344838073,5.934465265,6.480223252,5.811367555,5.141786949,6.358098053
7.406899739,5.960764514,6.537883678,6.528346582,5.093034467,6.659574108
7.448517116,5.988045521,6.615300106,6.522033498,5.093147068,6.98262118
7.472780792,6.017333793,6.706275462,6.059991202,5.140544704,7.304760792
7.482781356,6.049794204,6.804287736,5.545532489,5.233647326,7.603514467
7.481609396,6.086594699,6.902814916,5.178257787,5.370874886,7.856403726
7.4723555,6.128903219,6.995452696,5.053515823,5.550393688,8.040950092
7.458110256,6.177887706,7.07829066,5.265812612,5.74393055,8.134675088
7.441964253,6.234716105,7.149799259,5.89948253,5.874004264,8.115100236
7.427008079,6.300556356,7.208544025,6.643437439,5.857882423,7.959747058
7.416332323,6.376576403,7.253090489,6.68616238,5.686003733,7.646137077
7.413027571,6.463944188,7.282190348,5.957535403,5.547418874,7.1787504
7.420145825,6.563751421,7.297238905,5.579128843,5.664528547,6.709371916
7.438582094,6.674590976,7.30159628,6.341527499,6.163866277,6.43984697
7.465976055,6.792055485,7.298669237,7.496355296,6.859787667,6.518858593
7.499697394,6.911560017,7.291864543,8.098509971,7.503211403,6.827933669
7.537115797,7.028519637,7.284588963,8.141028133,7.892289465,7.165175381
7.575600951,7.138349415,7.280249261,7.986433633,8.012851645,7.390245271
7.612522541,7.236464417,7.282252203,7.860448231,7.897456532,7.5045724
7.645250254,7.318279712,7.294004554,7.780922704,7.624327702,7.529454974
7.671153776,7.379210366,7.31891308,7.748467464,7.385774563,7.483893297
7.687602794,7.414671447,7.360069236,7.763692919,7.38913695,7.381290229
7.691966992,7.420193558,7.415137417,7.827164813,7.697962594,7.234248011
7.681626845,7.394916484,7.477209005,7.931409599,8.156201787,7.075643896
7.655342929,7.342213688,7.539232457,8.051673225,8.590962807,6.992513451
7.614597442,7.265700074,7.594156232,8.160961912,8.860049443,7.080231578
7.561191115,7.168990543,7.634928785,8.232281877,8.848204821,7.363905706
7.496924679,7.055699996,7.654498573,8.238646131,8.470580579,7.733827662
7.423598866,6.929443334,7.645814054,8.162360114,7.950389485,8.06665289
7.343014405,6.793835459,7.601823686,8.013430408,7.694224723,8.273287209
7.256972029,6.652491273,7.515475923,7.807002506,7.991857648,8.297239853
7.167272469,6.509025677,7.380095702,7.558221897,8.494553055,8.095006913
7.075716454,6.367053572,7.198694915,7.282234073,8.642289339,7.743786526
6.984104632,6.230189861,6.984580475,6.994184525,8.186724392,7.391984562
6.89420681,6.102049443,6.751557522,6.709218742,7.570921797,7.174439024
6.807716232,5.986247222,6.513431194,6.442482217,7.325249812,7.101739262
6.726314468,5.886398098,6.284006632,6.20912044,7.607536025,7.12127662
6.651683083,5.806116973,6.077088976,6.024278901,7.975409166,7.179942885
6.585503647,5.749018748,5.906483366,5.900331271,7.959794318,7.224629847
6.529457727,5.718718325,5.785994942,5.81677037,7.561497494,7.202229296
6.485226891,5.718830605,5.729428844,5.73155869,7.173819399,7.068110584
6.454492705,5.75297049,5.747754602,5.602285372,7.151248232,6.855974219
6.438936739,5.824708229,5.832418021,5.386539559,7.393931312,6.641864099
6.440240559,5.93340537,5.966645258,5.058273128,7.563035534,6.502238756
6.460085687,6.070824002,6.133633811,4.776384311,7.423682995,6.513556721
6.499007053,6.227928257,6.316581179,4.805376708,7.150064309,6.752276528
6.553416625,6.395682265,6.498684858,5.177782116,7.014403139,7.241204241
6.61879999,6.565050157,6.663142345,5.706138999,7.166800768,7.723555696
6.690642734,6.726996063,6.793151139,6.245881462,7.482327512,7.851765819
6.764430442,6.872484114,6.871908736,6.740559003,7.80037238,7.406390158
6.835648702,6.992478441,6.882848254,7.14235637,8.016908121,6.794486828
6.8997831,7.077943174,6.831180809,7.403458306,8.092193756,6.614200151
6.95231922,7.119912187,6.76120418,7.488306558,8.010150714,7.226133055
6.988742651,7.115118222,6.721289253,7.441697687,8.059214118,8.199173013
7.004538977,7.070129512,6.759806913,7.340796214,8.187052777,8.938563628
6.995210809,6.992489405,6.923880746,7.262855645,7.574075219,9.092126432
6.958796384,6.889741253,7.206262574,7.285111328,6.650662355,8.857411384
6.898537701,6.769428404,7.525467898,7.452615417,6.309684733,8.507497712
6.81831554,6.639094208,7.794670845,7.711946428,7.126394427,8.231129968
6.72201068,6.506282013,7.927045541,7.990913374,8.585170883,8.000247057
6.613503901,6.378535171,7.8400719,8.217325265,9.642847045,7.754842259
6.496675982,6.263397029,7.542002578,8.318991112,9.53151111,7.521743009
6.375407702,6.168387051,7.127498098,8.235666274,8.647002663,7.43669274
6.253579842,6.096365517,6.694651123,7.994769817,8.297931346,7.629295273
6.135073181,6.039989659,6.341554316,7.662767821,9.163180878,8.118550389
6.023768498,5.990565471,6.163768337,7.30630538,9.350678081,8.867584249
5.923546573,5.93939895,6.178691591,6.992027586,8.829609012,9.746152417
5.836575438,5.877796091,6.312567259,6.785173148,8.412287178,10.33285996
5.757245975,5.797062888,6.486488644,6.701016197,7.771963976,9.925339803
5.677742766,5.688505338,6.621549049,6.692524883,7.077440779,8.764457894
5.590250246,5.543429435,6.640431109,6.708754927,6.692774458,8.223157137
5.48695285,5.353141175,6.514018926,6.69876205,6.733240344,8.688232568
5.360035013,5.108946554,6.268922563,6.612139248,7.272111557,9.434402238
5.201681172,4.805389994,5.934856249,6.424525242,7.810364884,9.556653403
5.004075761,4.461035506,5.541534212,6.148723053,7.373308732,8.874478207
4.759403215,4.105246322,5.11867068,5.800385157,6.557066094,7.754774432
4.459847971,3.76743734,4.695979881,5.39516403,5.972841369,6.772526936
4.097595669,3.477023458,4.303176044,4.948873245,5.62430936,6.349017064
3.686039179,3.263419573,3.969973396,4.485991936,5.484675033,6.451027207
3.313823712,3.156040582,3.726086165,4.043885355,5.527143352,6.969603476
3.086278332,3.184301384,3.600899392,3.66096584,5.724919285,7.784233614
3.108732107,3.377616875,3.614693303,3.375645732,6.051086795,8.669595161
3.484513644,3.765388639,3.77769992,3.226337371,6.446676052,9.344561638
4.21015746,4.344313418,4.099632821,3.251453096,6.777767772,9.527487611
5.123858667,5.008028851,4.590205582,3.489405247,6.900211944,8.943625886
6.050998954,5.629923233,5.253478211,3.978606164,6.744387053,7.89243723
6.816960009,6.083384862,6.002660807,4.757468186,6.396476272,7.487932718
7.247123522,6.241802034,6.677682742,5.802050038,5.962198977,7.553544917
7.166897378,6.019027494,7.11638461,6.748857631,5.541316153,7.65894087
6.487313722,5.497940694,7.156607005,7.161864752,5.217875171,7.772364945
5.395491686,4.805548661,6.672054475,6.91673666,5.07336332,7.879640525
4.134090357,4.06885855,5.774023644,6.04063213,5.158742327,7.966590991
2.945768821,3.414857776,4.670429084,4.872270565,5.382127139,8.019039726
2.073186162,2.936709544,3.569465456,4.06593663,5.609882932,8.022810112
1.724484963,2.624419502,2.679327422,3.746099435,5.711144297,7.964169061
1.839571466,2.448397372,2.163121379,3.372828929,5.633099926,7.845965478
2.232787138,2.379052877,1.987919948,3.052317723,5.409833553,7.69221451
2.717757272,2.38679574,2.067532182,2.834456547,5.079977999,7.528291262
3.121641599,2.442035683,2.31576608,2.704936242,4.682166088,7.362977976
3.394328856,2.51518243,2.646429646,2.649428008,4.255030644,7.157635285
3.5510523,2.576645703,2.973617971,2.653603043,3.837204489,6.865206709
3.607652863,2.598283553,3.240155156,2.703132547,3.467287001,6.451699191
3.579971476,2.572971569,3.441690071,2.783687716,3.182681757,5.949159518
3.483849074,2.509436715,3.579545725,2.880939751,3.019296821,5.410454663
3.335126588,2.416795204,3.655045128,2.980559849,3.01294592,4.888459433
3.149644951,2.304163247,3.669511289,3.06821921,3.199047888,4.436048635
2.943245095,2.180657059,3.626404305,3.129589032,3.565239274,4.106097079
2.731767953,2.055392852,3.53753547,3.152778767,4.006356325,3.950475837
2.531054456,1.937486839,3.416755729,3.13987117,4.406573122,3.980453765
2.356821742,1.836055233,3.277916025,3.097917875,4.650085723,4.153622083
2.217476649,1.760188441,3.134867291,3.03397651,4.658745399,4.423889135
2.110162086,1.715397985,2.999125027,2.955104699,4.469244813,4.745163265
2.031059818,1.699984732,2.87331845,2.868360069,4.140092026,5.071352815
1.976351608,1.71138362,2.757963574,2.780800247,3.729795101,5.356366128
1.942219219,1.747029586,2.653576411,2.699482857,3.296862102,5.554111549
1.924844415,1.80435757,2.560672973,2.631465526,2.89980109,5.62154719
1.920408959,1.880802509,2.479769274,2.58380588,2.597120129,5.557299894
1.925094616,1.97379934,2.411381325,2.563561545,2.443196068,5.39015906
1.935257078,2.080783003,2.35602514,2.577763663,2.442797507,5.14958703
